yolculuk_tarihi,tatil_gunu_mu,Pazartesi,Salı,Çarşamba,Perşembe,Cuma,Cumartesi,Pazar,saat_sin,saat_cos,yolcu_sayisi
2023-01-15,0,0,0,0,0,0,0,1,1.0,6.123233995736766e-17,3309
2023-01-15,0,0,0,0,0,0,0,1,0.9659258262890685,-0.2588190451025207,5260
2023-01-15,0,0,0,0,0,0,0,1,0.8660254037844387,-0.4999999999999997,7093
2023-01-15,0,0,0,0,0,0,0,1,0.7071067811865477,-0.7071067811865475,7563
2023-01-15,0,0,0,0,0,0,0,1,0.4999999999999999,-0.8660254037844386,7939
2023-01-15,0,0,0,0,0,0,0,1,0.258819045102521,-0.9659258262890684,9713
2023-01-15,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,13290
2023-01-15,0,0,0,0,0,0,0,1,-0.25881904510252085,-0.9659258262890684,17049
2023-01-15,0,0,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844387,19786
2023-01-15,0,0,0,0,0,0,0,1,-0.7071067811865471,-0.707106781186548,20680
2023-01-15,0,0,0,0,0,0,0,1,-0.8660254037844383,-0.5000000000000003,20966
2023-01-15,0,0,0,0,0,0,0,1,-0.9659258262890684,-0.2588190451025207,22058
2023-01-15,0,0,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,22986
2023-01-15,0,0,0,0,0,0,0,1,-0.9659258262890685,0.25881904510252035,18861
2023-01-15,0,0,0,0,0,0,0,1,-0.8660254037844385,0.5,14366
2023-01-15,0,0,0,0,0,0,0,1,-0.7071067811865477,0.7071067811865474,11983
2023-01-15,0,0,0,0,0,0,0,1,-0.5000000000000003,0.8660254037844383,10449
2023-01-15,0,0,0,0,0,0,0,1,-0.25881904510252157,0.9659258262890682,5815
2023-01-16,0,1,0,0,0,0,0,0,0.0,1.0,192
2023-01-16,0,1,0,0,0,0,0,0,0.9659258262890684,0.2588190451025208,1352
2023-01-16,0,1,0,0,0,0,0,0,1.0,6.123233995736766e-17,9784
2023-01-16,0,1,0,0,0,0,0,0,0.9659258262890685,-0.2588190451025207,31157
2023-01-16,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999997,34318
2023-01-16,0,1,0,0,0,0,0,0,0.7071067811865477,-0.7071067811865475,20975
2023-01-16,0,1,0,0,0,0,0,0,0.4999999999999999,-0.8660254037844386,16470
2023-01-16,0,1,0,0,0,0,0,0,0.258819045102521,-0.9659258262890684,16699
2023-01-16,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,19504
2023-01-16,0,1,0,0,0,0,0,0,-0.25881904510252085,-0.9659258262890684,20036
2023-01-16,0,1,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844387,20838
